#DataThief /data/Documents/CU Boulder/Year 1 2014-2015/ASEN 6037 Turbulence/Project_02/data/YuGirimaji_Fig25.png Friday 8-May-2015 12:42:11 AM
0.0961, -3.0819e-3
0.0961, -3.1758e-3
0.0961, -3.2698e-3
0.0961, -3.3637e-3
0.101, -3.4575e-3
0.101, -3.5514e-3
0.101, -3.6454e-3
0.101, -3.7393e-3
0.101, -3.8332e-3
0.101, -3.9272e-3
0.1059, -4.021e-3
0.1059, -4.1149e-3
0.106, -4.2089e-3
0.106, -4.3028e-3
0.106, -4.3967e-3
0.106, -4.4907e-3
0.1109, -4.5845e-3
0.1109, -4.6784e-3
0.1109, -4.7723e-3
0.1109, -4.8663e-3
0.1109, -4.9602e-3
0.1109, -5.0541e-3
0.1158, -5.148e-3
0.1158, -5.2419e-3
0.1158, -5.3358e-3
0.1158, -5.4298e-3
0.1158, -5.5237e-3
0.1158, -5.6176e-3
0.1207, -5.7115e-3
0.1207, -5.8054e-3
0.1207, -5.8993e-3
0.1207, -5.9933e-3
0.1207, -6.0872e-3
0.1207, -6.1811e-3
0.1256, -6.2749e-3
0.1256, -6.3689e-3
0.1256, -6.4628e-3
0.1256, -6.5567e-3
0.1256, -6.6507e-3
0.1256, -6.7446e-3
0.1305, -6.8384e-3
0.1305, -6.9324e-3
0.1305, -7.0263e-3
0.1305, -7.1202e-3
0.1305, -7.2142e-3
0.1305, -7.3081e-3
0.1354, -7.4019e-3
0.1354, -7.4958e-3
0.1355, -7.5898e-3
0.1355, -7.6837e-3
0.1355, -7.7776e-3
0.1355, -7.8716e-3
0.1355, -7.9655e-3
0.1355, -8.0594e-3
0.1355, -8.1534e-3
0.1355, -8.2473e-3
0.1355, -8.3412e-3
0.1355, -8.4352e-3
0.1404, -8.529e-3
0.1404, -8.6229e-3
0.1404, -8.7169e-3
0.1404, -8.8108e-3
0.1404, -8.9047e-3
0.1404, -8.9987e-3
0.1453, -9.0925e-3
0.1453, -9.1864e-3
0.1453, -9.2803e-3
0.1453, -9.3743e-3
0.1453, -9.4682e-3
0.1453, -9.5621e-3
0.1502, -9.656e-3
0.1502, -9.7499e-3
0.1502, -9.8438e-3
0.1502, -9.9378e-3
0.1502, -0.01
0.1502, -0.0101
0.1502, -0.0102
0.1502, -0.0103
0.1502, -0.0104
0.1502, -0.0105
0.1502, -0.0106
0.1502, -0.0107
0.1551, -0.0108
0.1551, -0.0109
0.1551, -0.011
0.1551, -0.0111
0.1551, -0.0112
0.1551, -0.0113
0.1601, -0.0113
0.1601, -0.0114
0.1601, -0.0115
0.1601, -0.0116
0.1601, -0.0117
0.1601, -0.0118
0.165, -0.0119
0.165, -0.012
0.165, -0.0121
0.165, -0.0122
0.165, -0.0123
0.165, -0.0124
0.1699, -0.0125
0.1699, -0.0126
0.1699, -0.0127
0.1699, -0.0128
0.1699, -0.0128
0.1699, -0.0129
0.1748, -0.013
0.1748, -0.0131
0.1748, -0.0132
0.1748, -0.0133
0.1748, -0.0134
0.1748, -0.0135
0.1797, -0.0136
0.1797, -0.0137
0.1797, -0.0138
0.1797, -0.0139
0.1797, -0.014
0.1797, -0.0141
0.1846, -0.0142
0.1846, -0.0143
0.1846, -0.0144
0.1846, -0.0144
0.1846, -0.0145
0.1846, -0.0146
0.1846, -0.0147
0.1846, -0.0148
0.1846, -0.0149
0.1847, -0.015
0.1847, -0.0151
0.1847, -0.0152
0.1896, -0.0153
0.1896, -0.0154
0.1896, -0.0155
0.1896, -0.0156
0.1896, -0.0157
0.1896, -0.0158
0.1945, -0.0159
0.1945, -0.0159
0.1945, -0.016
0.1945, -0.0161
0.1945, -0.0162
0.1945, -0.0163
0.1994, -0.0164
0.1994, -0.0165
0.1994, -0.0166
0.1994, -0.0167
0.1994, -0.0168
0.1994, -0.0169
0.2043, -0.017
0.2043, -0.0171
0.2043, -0.0172
0.2043, -0.0173
0.2043, -0.0174
0.2043, -0.0175
0.2092, -0.0175
0.2092, -0.0176
0.2092, -0.0177
0.2092, -0.0178
0.2092, -0.0179
0.2092, -0.018
0.2141, -0.0181
0.2141, -0.0182
0.2141, -0.0183
0.2142, -0.0184
0.2142, -0.0185
0.2142, -0.0186
0.2191, -0.0187
0.2191, -0.0188
0.2191, -0.0189
0.2191, -0.019
0.2191, -0.019
0.2191, -0.0191
0.224, -0.0192
0.224, -0.0193
0.224, -0.0194
0.224, -0.0195
0.224, -0.0196
0.224, -0.0197
0.2288, -0.0198
0.2288, -0.0199
0.2288, -0.02
0.2288, -0.0201
0.2288, -0.0202
0.2288, -0.0203
0.2288, -0.0204
0.2288, -0.0205
0.2288, -0.0206
0.2288, -0.0206
0.2288, -0.0207
0.2288, -0.0208
0.2338, -0.0209
0.2338, -0.021
0.2338, -0.0211
0.2338, -0.0212
0.2387, -0.0213
0.2387, -0.0214
0.2387, -0.0215
0.2436, -0.0216
0.2436, -0.0217
0.2436, -0.0218
0.2486, -0.0219
0.2486, -0.022
0.2486, -0.0221
0.2535, -0.0221
0.2535, -0.0222
0.2535, -0.0223
0.2535, -0.0224
0.2535, -0.0225
0.2584, -0.0226
0.2584, -0.0227
0.2584, -0.0228
0.2584, -0.0229
0.2633, -0.023
0.2633, -0.0231
0.2633, -0.0232
0.2682, -0.0233
0.2682, -0.0234
0.2682, -0.0235
0.2731, -0.0236
0.2731, -0.0236
0.2731, -0.0237
0.278, -0.0238
0.278, -0.0239
0.2829, -0.024
0.2829, -0.0241
0.2829, -0.0242
0.2878, -0.0243
